customer_id,customer_type,region,product_tier,lifetime_value,churn,support_tickets,retention_days
460,Startup,North America,Standard,2045.89,0.1132,1.0,167
461,Startup,Asia Pacific,Basic,1554.21,0.062,3.0,326
462,SMB,Europe,Basic,4370.67,0.1744,3.0,493
463,Individual,North America,Premium,720.74,0.1635,4.0,104
464,SMB,North America,Standard,9758.36,0.12,5.0,263
465,Startup,Europe,Standard,4334.6,0.0552,3.0,115
466,Startup,Europe,Basic,1223.94,0.1055,4.0,314
467,Startup,Europe,Basic,3042.02,0.0645,1.0,196
468,Individual,North America,Standard,795.07,0.1632,0.0,81
469,SMB,Asia Pacific,Standard,6715.39,0.1422,8.0,355
470,Startup,North America,Standard,2329.51,0.0574,0.0,223
471,SMB,Latin America,Standard,9430.05,0.1384,7.0,519
472,Startup,North America,Basic,2678.77,0.0564,2.0,140
473,SMB,North America,Basic,8853.67,0.1334,9.0,403
474,SMB,Europe,Standard,7626.85,0.0802,8.0,228
475,SMB,Europe,Standard,9338.51,0.1648,7.0,542
476,SMB,Europe,Premium,11281.34,0.1162,6.0,365
477,SMB,Europe,Premium,6584.8,0.094,6.0,386
478,Startup,Latin America,Standard,3078.51,0.1028,1.0,183
479,Startup,Europe,Standard,4432.71,0.1273,3.0,269
480,SMB,Europe,Basic,7309.48,0.1437,7.0,500
481,SMB,Europe,Standard,7145.54,0.1325,4.0,460
482,SMB,North America,Standard,9204.37,0.0844,5.0,420
483,Startup,Europe,Premium,2410.13,0.1413,5.0,117
484,SMB,North America,Standard,12566.4,0.1257,6.0,288
485,Enterprise,Europe,Basic,130044.0,0.0346,8.0,784
486,SMB,North America,Standard,10480.93,0.1573,3.0,508
487,Startup,Latin America,Basic,1208.67,0.0681,1.0,238
488,SMB,Europe,Basic,7940.77,0.1449,6.0,328
489,Startup,Asia Pacific,Premium,2519.89,0.1227,2.0,238
490,Startup,Europe,Basic,2200.14,0.1041,2.0,202
491,Startup,North America,Basic,2493.04,0.1029,4.0,126
492,Startup,Asia Pacific,Standard,3393.81,0.0695,2.0,153
493,Startup,Europe,Premium,3573.13,0.119,4.0,275
494,SMB,Asia Pacific,Basic,5546.97,0.1788,6.0,465
495,Startup,Europe,Basic,2370.93,0.0683,3.0,216
496,Startup,Europe,Standard,4185.62,0.1444,3.0,347
497,SMB,Asia Pacific,Standard,4761.19,0.1022,7.0,385
498,Startup,Europe,Standard,1973.42,0.1028,1.0,219
499,SMB,North America,Basic,3938.97,0.106,6.0,393
500,Startup,Europe,Standard,2343.85,0.0866,4.0,372
501,Startup,Europe,Premium,5455.52,0.1443,2.0,261
502,Individual,Latin America,Basic,327.9,0.1292,4.0,94
503,Individual,North America,Basic,445.91,0.232,3.0,74
504,Startup,Europe,Basic,1947.01,0.0734,2.0,398
505,Startup,Asia Pacific,Standard,2792.09,0.0552,4.0,230
506,Startup,Europe,Premium,4659.74,0.0938,0.0,178
507,SMB,Asia Pacific,Basic,4039.91,0.1371,4.0,335
508,Individual,Europe,Basic,455.3,0.2016,4.0,115
509,Startup,North America,Standard,2323.3,0.1095,3.0,318
510,SMB,Asia Pacific,Basic,5270.58,0.1527,6.0,489
511,SMB,North America,Standard,7151.37,0.1736,10.0,317
512,Individual,North America,Standard,605.98,0.1661,5.0,103
513,SMB,Europe,Premium,8357.67,0.0996,7.0,464
514,SMB,Asia Pacific,Premium,10927.89,0.148,7.0,524
515,SMB,Asia Pacific,Standard,7636.72,0.1143,2.0,506
516,SMB,North America,Basic,9072.61,0.0849,5.0,454
517,SMB,North America,Premium,12501.01,0.1102,8.0,253
518,Startup,Latin America,Standard,2414.22,0.0861,3.0,282
519,Enterprise,North America,Standard,196900.57,0.012,15.0,963
520,Individual,North America,Standard,542.06,0.1911,2.0,117
521,Individual,North America,Standard,659.71,0.1247,4.0,146
522,SMB,Europe,Standard,10097.67,0.1317,1.0,385
523,SMB,Asia Pacific,Standard,12291.47,0.0805,4.0,347
524,Startup,Asia Pacific,Basic,1007.6,0.0822,6.0,326
525,SMB,Asia Pacific,Basic,4963.83,0.0908,3.0,359
526,SMB,North America,Standard,8218.18,0.1279,2.0,342
527,Individual,North America,Basic,533.88,0.2453,1.0,69
528,Individual,Europe,Basic,533.86,0.2339,2.0,64
529,Startup,North America,Basic,2411.72,0.111,4.0,305
530,SMB,North America,Basic,8545.03,0.0814,5.0,462
531,Startup,North America,Basic,2425.87,0.1224,5.0,107
532,Startup,North America,Basic,1864.64,0.0646,6.0,476
533,SMB,Europe,Basic,6989.29,0.0857,4.0,430
534,Startup,Asia Pacific,Premium,4502.1,0.0601,3.0,143
535,Enterprise,North America,Basic,94147.45,0.0378,10.0,662
536,SMB,Europe,Standard,14138.67,0.1179,3.0,528
537,Startup,Asia Pacific,Basic,2486.87,0.0929,6.0,330
538,SMB,Asia Pacific,Standard,8166.07,0.1048,6.0,551
539,SMB,Asia Pacific,Premium,8026.96,0.126,7.0,393
540,Individual,Europe,Standard,577.01,0.1347,2.0,85
541,Individual,Asia Pacific,Standard,331.97,0.2087,3.0,136
542,Startup,North America,Standard,3858.42,0.1301,3.0,119
543,Individual,North America,Standard,442.94,0.2225,1.0,159
544,Individual,North America,Standard,591.41,0.1216,2.0,50
545,SMB,Europe,Standard,7663.43,0.1144,5.0,378
546,SMB,North America,Standard,11419.59,0.1008,3.0,267
547,SMB,North America,Basic,7374.03,0.0987,6.0,416
548,SMB,Asia Pacific,Standard,8009.83,0.1291,7.0,370
549,Startup,North America,Standard,3088.57,0.1431,2.0,307
550,SMB,North America,Standard,10634.53,0.1226,7.0,269
551,Startup,North America,Standard,4960.27,0.0861,4.0,311
552,SMB,Europe,Standard,8930.01,0.1079,8.0,570
553,SMB,North America,Basic,5643.09,0.1792,6.0,549
554,Individual,North America,Basic,411.39,0.2167,1.0,67
555,Enterprise,North America,Standard,186372.69,0.0158,9.0,923
556,SMB,Asia Pacific,Basic,5888.76,0.1457,6.0,365
557,SMB,Latin America,Premium,8132.27,0.1257,6.0,449
558,Startup,Europe,Standard,3076.04,0.1496,3.0,228
559,Startup,Europe,Standard,1228.0,0.1424,8.0,294
560,Startup,Asia Pacific,Premium,3500.06,0.1371,3.0,249
561,SMB,Latin America,Basic,3605.92,0.0867,7.0,377
562,SMB,Europe,Basic,6658.14,0.115,5.0,253
563,Individual,Asia Pacific,Basic,135.72,0.1439,3.0,126
564,Startup,Latin America,Standard,2141.53,0.1034,1.0,284
565,Startup,Asia Pacific,Basic,2308.86,0.0902,2.0,211
566,Startup,Europe,Standard,3936.47,0.0609,3.0,367
567,Startup,North America,Premium,3720.85,0.1091,1.0,255
568,SMB,North America,Premium,7837.26,0.1472,6.0,271
569,SMB,Europe,Basic,7831.84,0.1576,6.0,385
570,Startup,Europe,Basic,1638.15,0.0906,3.0,170
571,SMB,Europe,Premium,13719.26,0.0936,5.0,526
572,Individual,Europe,Standard,576.91,0.2247,4.0,110
573,Startup,Europe,Basic,1727.64,0.1458,1.0,245
574,Startup,Asia Pacific,Basic,1721.84,0.079,3.0,273
575,Individual,North America,Standard,619.38,0.2047,3.0,120
576,Startup,North America,Basic,2634.99,0.0505,3.0,319
577,Individual,Asia Pacific,Basic,372.2,0.2242,3.0,133
578,Startup,Asia Pacific,Basic,2209.06,0.1363,5.0,306
579,Individual,Latin America,Premium,438.64,0.1721,3.0,116
580,SMB,Asia Pacific,Basic,7012.08,0.1625,4.0,395
581,Startup,Asia Pacific,Premium,3092.49,0.0948,3.0,303
582,Startup,North America,Basic,2246.29,0.0686,1.0,374
583,SMB,Europe,Premium,14170.24,0.0811,3.0,504
584,SMB,North America,Standard,11541.88,0.0835,5.0,490
585,Individual,Europe,Premium,525.6,0.2165,6.0,105
586,Startup,Latin America,Standard,3102.23,0.0883,3.0,172
587,SMB,North America,Standard,5426.84,0.095,5.0,360
588,SMB,Europe,Standard,6476.26,0.1159,8.0,238
589,SMB,North America,Standard,10364.06,0.0965,5.0,373
590,Enterprise,North America,Standard,172505.56,0.0331,19.0,836
591,Individual,North America,Basic,496.66,0.2146,2.0,119
592,SMB,North America,Basic,8465.95,0.135,4.0,349
593,SMB,Latin America,Basic,3347.09,0.101,6.0,449
594,Startup,Europe,Premium,4810.75,0.078,1.0,308
595,Enterprise,Asia Pacific,Standard,117351.82,0.0271,11.0,981
596,SMB,Europe,Basic,5075.59,0.122,6.0,407
597,Startup,North America,Premium,4633.26,0.1255,4.0,222
598,Startup,North America,Standard,2909.68,0.1424,0.0,194
599,Individual,Asia Pacific,Basic,302.0,0.1968,1.0,39
600,Startup,North America,Basic,2490.8,0.1113,1.0,224
601,Startup,Latin America,Standard,2663.19,0.1313,3.0,206
602,Startup,North America,Basic,2760.0,0.0904,3.0,150
603,Individual,Europe,Standard,782.84,0.1746,3.0,122
604,Startup,Asia Pacific,Basic,1519.24,0.1299,3.0,286
605,Individual,North America,Premium,512.96,0.1922,2.0,176
606,Startup,North America,Premium,5384.8,0.0988,6.0,237
607,Individual,Latin America,Basic,269.1,0.1761,1.0,134
608,SMB,North America,Standard,12138.8,0.0856,10.0,532
609,Startup,Europe,Basic,2538.53,0.1346,2.0,405
610,SMB,Europe,Standard,4723.84,0.084,4.0,449
611,Startup,North America,Basic,1710.9,0.123,5.0,266
612,Startup,Asia Pacific,Basic,1960.33,0.1488,2.0,352
613,Individual,Asia Pacific,Standard,469.36,0.1052,2.0,135
614,Individual,North America,Basic,416.17,0.1254,3.0,128
615,SMB,Asia Pacific,Standard,9961.38,0.1307,10.0,637
616,Startup,North America,Standard,3923.99,0.1305,5.0,187
617,Startup,North America,Standard,2635.1,0.074,1.0,204
618,SMB,Europe,Basic,7692.23,0.1159,1.0,463
619,SMB,Latin America,Basic,3953.73,0.0926,8.0,529
620,Enterprise,North America,Basic,143368.0,0.0161,10.0,943
621,Startup,North America,Basic,2094.73,0.0798,2.0,166
622,Startup,Europe,Basic,2203.47,0.0877,3.0,157
623,Individual,Asia Pacific,Standard,484.19,0.2064,2.0,254
624,Startup,North America,Basic,2685.5,0.0676,7.0,224
625,Individual,North America,Standard,557.47,0.1387,3.0,66
626,SMB,Asia Pacific,Standard,9103.85,0.1074,5.0,443
627,Startup,North America,Standard,2310.45,0.0524,3.0,244
628,SMB,North America,Standard,11145.96,0.1135,11.0,482
629,Startup,North America,Standard,5989.68,0.1122,2.0,182
630,Individual,Europe,Standard,626.16,0.1568,4.0,60
631,Individual,Europe,Premium,618.26,0.2412,8.0,202
632,Individual,Asia Pacific,Standard,654.77,0.2184,7.0,178
633,Enterprise,Europe,Basic,141319.56,0.0426,20.0,680
634,SMB,Europe,Basic,1427.53,0.1524,10.0,329
635,Enterprise,Latin America,Standard,107264.16,0.0415,8.0,1038
636,SMB,Europe,Standard,10212.74,0.1201,7.0,282
637,Startup,Europe,Standard,3472.42,0.1165,5.0,273
638,Startup,Latin America,Standard,3137.91,0.1394,4.0,346
639,Startup,North America,Basic,2289.1,0.1338,3.0,359
640,Individual,Asia Pacific,Standard,686.97,0.1239,0.0,142
641,Startup,Asia Pacific,Basic,2325.48,0.1457,1.0,73
642,Individual,North America,Basic,362.26,0.1398,1.0,143
643,Enterprise,Europe,Standard,123245.42,0.0461,8.0,800
644,SMB,North America,Basic,5211.33,0.1629,6.0,412
645,Startup,North America,Standard,3144.49,0.1104,4.0,246
646,Individual,Europe,Basic,199.85,0.1699,3.0,51
647,Enterprise,North America,Basic,103529.27,0.0148,14.0,761
648,Startup,Asia Pacific,Basic,2201.15,0.1025,3.0,282
649,Startup,Latin America,Basic,2018.42,0.0576,2.0,152
650,Enterprise,Asia Pacific,Basic,100793.39,0.0326,14.0,1058
651,SMB,North America,Basic,8883.95,0.1396,4.0,479
652,Individual,North America,Standard,574.49,0.2029,4.0,135
653,Startup,North America,Basic,2626.13,0.1237,2.0,314
654,SMB,North America,Basic,7569.89,0.1466,7.0,529
655,Individual,Latin America,Standard,461.36,0.1954,1.0,102
656,SMB,Europe,Basic,3531.78,0.1221,2.0,439
657,Individual,North America,Standard,606.79,0.1374,2.0,141
658,SMB,Asia Pacific,Standard,9212.18,0.1785,3.0,380
659,Startup,North America,Premium,4892.58,0.1193,2.0,301
660,SMB,North America,Standard,10176.17,0.0879,6.0,315
661,SMB,North America,Basic,6228.26,0.0903,9.0,445
662,Individual,Europe,Standard,449.25,0.1453,4.0,42
663,SMB,Asia Pacific,Standard,9250.54,0.1479,5.0,494
664,SMB,North America,Standard,8736.81,0.1552,5.0,559
665,SMB,Latin America,Standard,7361.52,0.1476,5.0,413
666,Startup,Asia Pacific,Basic,2148.66,0.0608,4.0,214
667,Individual,Asia Pacific,Basic,458.78,0.2328,0.0,140
668,Individual,North America,Premium,986.7,0.1715,1.0,177
669,SMB,North America,Standard,9705.93,0.1666,2.0,557
670,SMB,Asia Pacific,Standard,7497.26,0.1037,2.0,489
671,SMB,North America,Basic,7656.43,0.1396,9.0,406
672,Startup,Europe,Standard,3222.6,0.1017,3.0,296
673,Individual,Asia Pacific,Standard,283.44,0.1389,0.0,134
674,Startup,North America,Standard,3392.47,0.0724,4.0,316
675,Startup,Asia Pacific,Standard,2927.06,0.1017,7.0,162
676,SMB,Latin America,Standard,4861.69,0.1031,2.0,289
677,Individual,Asia Pacific,Standard,385.45,0.2107,3.0,136
678,Startup,Europe,Basic,2877.54,0.0876,0.0,340
679,SMB,Asia Pacific,Basic,7968.01,0.1128,5.0,508
680,SMB,Europe,Standard,7870.1,0.1619,6.0,414
681,SMB,Asia Pacific,Basic,4434.2,0.1685,8.0,131
682,SMB,Asia Pacific,Basic,4587.41,0.1655,8.0,334
683,Enterprise,Asia Pacific,Standard,158873.41,0.0171,12.0,824
684,Startup,North America,Standard,3497.08,0.0545,3.0,233
685,Startup,North America,Standard,3501.39,0.0692,3.0,227
686,SMB,North America,Basic,11308.57,0.1393,6.0,424
687,SMB,Europe,Standard,10099.94,0.1277,9.0,347
688,Individual,Europe,Basic,368.8,0.146,0.0,42
689,Startup,Europe,Standard,3466.99,0.0558,3.0,1
690,Startup,North America,Standard,4236.09,0.0904,3.0,225
691,SMB,Asia Pacific,Basic,6445.35,0.0978,11.0,585
692,Individual,Latin America,Standard,334.79,0.1374,4.0,148
693,SMB,North America,Basic,7372.77,0.0928,9.0,175
694,SMB,Asia Pacific,Basic,4602.08,0.1012,8.0,578
695,Individual,Europe,Basic,356.04,0.1825,2.0,256
696,Startup,Europe,Standard,3893.14,0.1369,5.0,216
697,Startup,North America,Basic,3809.01,0.119,2.0,334
698,Startup,Asia Pacific,Premium,1733.04,0.0557,2.0,172
699,Startup,Latin America,Standard,3583.18,0.0941,2.0,256
700,SMB,Asia Pacific,Basic,4127.73,0.168,3.0,500
701,SMB,Latin America,Basic,3358.43,0.1623,5.0,379
702,SMB,Latin America,Standard,7332.5,0.1792,10.0,334
703,SMB,North America,Standard,6721.44,0.1386,9.0,426
704,Individual,Europe,Basic,347.85,0.2054,1.0,117
705,SMB,Europe,Basic,4552.38,0.1749,10.0,207
706,Startup,Latin America,Standard,2797.44,0.0674,4.0,331
707,Startup,North America,Basic,2913.0,0.0527,5.0,115
708,Startup,Europe,Standard,2937.73,0.0505,7.0,219
709,SMB,Asia Pacific,Standard,6434.27,0.1576,4.0,424
710,Startup,North America,Basic,2984.93,0.1384,8.0,171
711,Individual,Asia Pacific,Basic,228.37,0.2436,3.0,143
712,Startup,North America,Standard,4684.4,0.1412,3.0,348
713,Individual,Latin America,Standard,427.51,0.1275,3.0,120
714,Individual,Asia Pacific,Premium,471.84,0.1645,3.0,65
715,Startup,North America,Basic,1951.51,0.0886,2.0,309
716,SMB,Asia Pacific,Standard,7923.05,0.1676,7.0,323
717,Startup,North America,Standard,3642.42,0.141,1.0,187
718,SMB,Europe,Basic,4705.27,0.1757,8.0,369
719,Startup,Europe,Premium,2653.79,0.0955,2.0,218
720,Individual,Asia Pacific,Standard,355.72,0.165,2.0,143
721,Startup,North America,Standard,4177.06,0.1294,2.0,369
722,SMB,North America,Basic,6964.43,0.1356,6.0,455
723,Enterprise,Asia Pacific,Standard,149110.76,0.0136,14.0,875
724,Individual,Europe,Standard,483.49,0.2027,3.0,44
725,SMB,Europe,Standard,8955.09,0.119,7.0,530
726,Enterprise,North America,Basic,110763.46,0.0235,10.0,1104
727,SMB,North America,Basic,5132.51,0.1448,9.0,482
728,SMB,Asia Pacific,Premium,5871.76,0.1531,5.0,270
729,Startup,North America,Standard,3834.47,0.1351,8.0,68
730,Startup,North America,Basic,2342.36,0.1465,1.0,329
731,SMB,Latin America,Premium,7304.8,0.0979,6.0,367
732,SMB,North America,Standard,15649.7,0.0937,4.0,425
733,SMB,Asia Pacific,Standard,9282.8,0.0947,2.0,277
734,SMB,North America,Standard,12730.39,0.1399,9.0,273
735,SMB,Asia Pacific,Standard,9110.96,0.1579,5.0,329
736,Startup,Asia Pacific,Standard,2358.46,0.1053,2.0,226
737,SMB,Asia Pacific,Standard,6104.7,0.1609,3.0,348
738,SMB,North America,Standard,3454.23,0.1391,3.0,366
739,SMB,Europe,Basic,5472.97,0.1597,9.0,326
740,SMB,Asia Pacific,Standard,8660.62,0.1777,3.0,517
741,Enterprise,North America,Premium,173703.22,0.0319,19.0,759
742,SMB,North America,Basic,7182.79,0.095,6.0,352
743,Individual,North America,Standard,484.36,0.191,1.0,101
744,Enterprise,Latin America,Basic,76788.22,0.0293,12.0,894
745,Startup,Asia Pacific,Standard,3141.0,0.0606,1.0,407
746,Startup,Europe,Basic,2452.63,0.0595,1.0,193
747,SMB,Asia Pacific,Standard,5518.75,0.1682,10.0,464
748,SMB,Europe,Standard,12351.05,0.1757,5.0,311
749,Startup,Europe,Standard,4967.94,0.1019,3.0,257
750,Individual,Europe,Premium,418.11,0.174,4.0,126
751,SMB,Europe,Standard,7432.93,0.1014,5.0,418
752,SMB,North America,Basic,5629.47,0.1187,7.0,404
753,SMB,Asia Pacific,Basic,4377.08,0.1653,10.0,392
754,Startup,Asia Pacific,Premium,5219.24,0.1426,1.0,236
755,Startup,North America,Basic,3441.36,0.0558,5.0,214
756,SMB,Europe,Basic,5859.69,0.1273,5.0,570
757,SMB,North America,Basic,5723.88,0.089,5.0,498
758,Individual,Latin America,Basic,275.34,0.1077,3.0,191
759,Enterprise,Latin America,Basic,88231.27,0.0336,13.0,877
760,Startup,Latin America,Standard,2367.06,0.1425,3.0,306
761,Startup,North America,Basic,3485.84,0.0544,3.0,427
762,SMB,North America,Basic,6516.67,0.1675,5.0,406
763,Enterprise,North America,Premium,209359.61,0.0205,8.0,899
764,SMB,North America,Standard,11318.87,0.1574,3.0,297
765,Individual,North America,Premium,671.01,0.2493,3.0,157
766,Enterprise,North America,Basic,108157.62,0.0149,11.0,994
767,SMB,Latin America,Standard,6813.58,0.168,5.0,347
768,Enterprise,North America,Basic,125152.04,0.0411,13.0,857
769,SMB,North America,Basic,5897.05,0.0972,7.0,385
770,Startup,Asia Pacific,Basic,2313.58,0.0853,1.0,270
771,SMB,Europe,Standard,9390.39,0.1522,6.0,485
772,Startup,Asia Pacific,Basic,1465.69,0.0623,2.0,292
773,Startup,Europe,Basic,2449.75,0.1146,4.0,224
774,Individual,Asia Pacific,Premium,526.69,0.2292,2.0,165
775,Enterprise,Europe,Basic,124692.97,0.0124,15.0,1004
776,Individual,Europe,Standard,682.22,0.1345,1.0,147
777,Startup,Asia Pacific,Basic,1571.02,0.1248,4.0,214
778,SMB,Europe,Standard,9738.18,0.1399,5.0,559
779,Startup,North America,Standard,593.37,0.0539,3.0,282
780,Individual,Europe,Premium,754.52,0.1091,2.0,187
781,SMB,North America,Premium,9725.46,0.1584,3.0,325
782,Individual,Asia Pacific,Premium,433.82,0.1363,2.0,159
783,Startup,North America,Basic,2357.8,0.0511,4.0,227
784,Startup,North America,Standard,3592.41,0.1398,2.0,116
785,Individual,North America,Standard,644.93,0.2025,5.0,180
786,SMB,Asia Pacific,Basic,5702.22,0.092,4.0,470
787,Individual,North America,Basic,414.16,0.1449,0.0,108
788,SMB,Europe,Standard,2759.65,0.1103,10.0,374
789,Startup,Asia Pacific,Basic,2419.15,0.1193,4.0,86
790,Startup,North America,Standard,3616.08,0.1421,2.0,430
791,SMB,Asia Pacific,Basic,4845.71,0.0989,9.0,360
792,SMB,North America,Premium,13250.96,0.1701,6.0,219
793,SMB,North America,Basic,8617.53,0.1584,13.0,279
794,SMB,Europe,Basic,5664.83,0.1144,9.0,384
795,Enterprise,Latin America,Basic,96775.28,0.0482,10.0,961
796,SMB,North America,Standard,10379.64,0.1039,2.0,199
797,Enterprise,Europe,Basic,119303.9,0.0348,10.0,779
798,SMB,North America,Standard,9225.45,0.1614,7.0,387
799,Startup,Europe,Basic,2329.91,0.0819,2.0,230
800,Startup,Europe,Basic,3154.38,0.1359,5.0,316
801,Startup,Europe,Basic,2336.11,0.0608,1.0,286
802,SMB,Europe,Standard,7945.67,0.1301,7.0,256
803,Individual,North America,Premium,938.22,0.1986,5.0,148
804,Startup,Europe,Standard,3697.98,0.0753,7.0,359
805,SMB,Europe,Premium,14013.5,0.1231,1.0,530
806,SMB,Europe,Standard,10589.17,0.1064,4.0,442
807,Startup,North America,Standard,4689.15,0.1064,8.0,292
808,SMB,Europe,Basic,5743.16,0.1019,4.0,346
809,Startup,Europe,Standard,4296.44,0.0608,2.0,217
810,Individual,North America,Standard,459.93,0.1002,2.0,129
811,Enterprise,North America,Premium,253712.31,0.0361,11.0,1030
812,Enterprise,Europe,Basic,158615.34,0.0258,10.0,968
813,Individual,Asia Pacific,Basic,365.41,0.2076,1.0,96
814,Startup,North America,Premium,2410.19,0.0541,4.0,182
815,SMB,Asia Pacific,Premium,6841.26,0.124,10.0,341
816,Individual,Europe,Standard,547.45,0.1273,6.0,95
817,Individual,Asia Pacific,Standard,422.39,0.1837,3.0,174
818,Startup,Europe,Standard,3641.56,0.0534,3.0,192
819,Startup,Europe,Standard,3585.72,0.1294,2.0,330
820,SMB,Europe,Basic,6938.11,0.1151,10.0,374
821,SMB,Latin America,Standard,4369.85,0.1411,7.0,341
822,Startup,Europe,Basic,1772.61,0.1181,6.0,318
823,SMB,Europe,Premium,9698.69,0.0941,5.0,519
824,Startup,Europe,Basic,1787.74,0.0705,3.0,354
825,Individual,Asia Pacific,Basic,211.89,0.1584,2.0,58
826,Enterprise,North America,Basic,132670.13,0.0222,10.0,784
827,Startup,Europe,Standard,300.33,0.0785,4.0,308
828,SMB,Europe,Standard,9194.18,0.0818,5.0,404
829,Individual,Latin America,Basic,262.89,0.1565,3.0,91
830,SMB,Europe,Basic,6623.73,0.1734,5.0,509
831,Startup,Europe,Standard,4996.09,0.1403,3.0,182
832,Startup,Latin America,Standard,2313.75,0.0729,0.0,78
833,SMB,Europe,Standard,9609.62,0.0869,6.0,486
834,Startup,North America,Basic,2192.66,0.1073,3.0,266
835,Startup,North America,Basic,3630.14,0.0809,2.0,337
836,Startup,North America,Basic,2449.45,0.0535,3.0,314
837,Startup,North America,Basic,2620.45,0.1319,2.0,228
838,Individual,Europe,Standard,635.5,0.2228,1.0,97
839,SMB,Asia Pacific,Standard,2564.58,0.1249,4.0,346
840,Startup,Asia Pacific,Premium,3651.3,0.1049,2.0,172
841,Enterprise,North America,Basic,135174.3,0.0362,12.0,925
842,Startup,Europe,Standard,5533.87,0.1494,3.0,126
843,Startup,North America,Standard,3904.71,0.1314,2.0,360
844,SMB,Latin America,Standard,5354.96,0.177,4.0,509
845,SMB,North America,Standard,6465.64,0.1275,3.0,375
846,Individual,Europe,Standard,346.31,0.2456,4.0,189
847,SMB,North America,Standard,9675.76,0.1473,3.0,447
848,Startup,Europe,Premium,3971.6,0.0634,6.0,237
849,SMB,Europe,Basic,8050.03,0.0802,3.0,365
850,Individual,Asia Pacific,Standard,310.53,0.2481,3.0,180
851,SMB,North America,Standard,10351.6,0.1044,3.0,571
852,SMB,Latin America,Standard,6915.55,0.1175,8.0,333
853,Individual,Europe,Basic,257.35,0.2445,2.0,3
854,Individual,Asia Pacific,Standard,223.9,0.2034,2.0,114
855,SMB,Asia Pacific,Basic,5335.84,0.1169,8.0,442
856,Startup,Latin America,Basic,1438.48,0.051,4.0,88
857,Startup,North America,Basic,3443.83,0.0873,1.0,188
858,Individual,North America,Standard,733.99,0.2416,2.0,93
859,SMB,North America,Basic,1494.38,0.1713,5.0,319
860,Startup,North America,Standard,3175.17,0.1033,2.0,235
861,Startup,Europe,Standard,4289.94,0.1223,6.0,210
862,Startup,Latin America,Standard,1874.54,0.0594,3.0,426
863,Startup,Latin America,Standard,2816.58,0.1484,3.0,207
864,Startup,Europe,Premium,6889.92,0.0837,3.0,168
865,SMB,Europe,Standard,10661.58,0.1098,3.0,568
866,Individual,Asia Pacific,Premium,327.49,0.1419,1.0,12
867,Individual,Latin America,Standard,618.81,0.1677,2.0,139
868,Startup,North America,Standard,3148.79,0.134,4.0,266
869,SMB,Europe,Basic,6995.72,0.1517,7.0,494
870,SMB,Asia Pacific,Premium,9844.6,0.1425,7.0,477
871,Startup,North America,Basic,3271.18,0.0781,5.0,129
872,Enterprise,Europe,Standard,186624.16,0.0458,15.0,1022
873,Individual,Latin America,Premium,477.51,0.1227,4.0,55
874,SMB,Latin America,Standard,10160.86,0.1627,3.0,379
875,Startup,Latin America,Premium,3182.46,0.1108,3.0,243
876,Individual,Asia Pacific,Standard,585.86,0.1332,3.0,119
877,SMB,North America,Standard,9442.07,0.1081,4.0,359
878,SMB,North America,Standard,9761.23,0.1777,3.0,286
879,Startup,Europe,Standard,3710.51,0.084,3.0,304
880,Startup,Europe,Premium,4944.82,0.0835,1.0,186
881,SMB,Europe,Standard,8712.52,0.1682,6.0,588
882,Startup,Europe,Premium,5172.07,0.0847,1.0,337
883,Individual,Europe,Standard,557.29,0.1841,6.0,123
884,Startup,Asia Pacific,Standard,3057.14,0.064,2.0,184
885,SMB,North America,Standard,9246.51,0.1228,5.0,405
886,SMB,North America,Standard,10993.49,0.1733,11.0,455
887,SMB,North America,Premium,8180.32,0.1636,13.0,376
888,SMB,North America,Basic,5928.72,0.1264,6.0,253
889,SMB,Asia Pacific,Premium,8219.38,0.1773,12.0,326
890,Startup,Europe,Premium,4457.3,0.0981,4.0,316
891,SMB,North America,Premium,10652.26,0.1674,3.0,474
892,Individual,Asia Pacific,Basic,359.74,0.1061,0.0,143
893,SMB,Europe,Basic,5158.35,0.1289,8.0,427
894,SMB,North America,Basic,5959.6,0.083,7.0,422
895,Startup,North America,Basic,4219.06,0.0804,2.0,334
896,Individual,North America,Premium,686.57,0.118,5.0,90
897,SMB,Europe,Basic,3249.63,0.0918,4.0,326
898,SMB,North America,Standard,6442.41,0.1348,6.0,414
899,SMB,North America,Basic,3448.53,0.1496,7.0,513
900,Startup,North America,Standard,3794.23,0.0819,1.0,60
901,Startup,Europe,Standard,2586.06,0.1225,5.0,240
902,SMB,North America,Basic,4007.67,0.1484,9.0,381
903,Enterprise,Asia Pacific,Premium,192210.67,0.0371,7.0,957
904,Startup,North America,Basic,3142.53,0.0662,1.0,310
905,Individual,Europe,Standard,464.24,0.2463,6.0,108
906,Startup,Europe,Basic,2288.65,0.0603,4.0,182
907,Startup,Europe,Basic,1431.16,0.1135,2.0,158
908,SMB,North America,Premium,13064.9,0.1192,9.0,291
909,SMB,Asia Pacific,Basic,3986.3,0.1511,6.0,414
910,SMB,Asia Pacific,Standard,4681.44,0.1616,4.0,238
911,Startup,North America,Basic,2842.38,0.067,5.0,268
912,Individual,North America,Premium,703.31,0.2402,4.0,74
913,Individual,Latin America,Standard,505.62,0.2448,4.0,63
914,Individual,Europe,Basic,350.45,0.2151,2.0,59
915,Individual,North America,Standard,120.85,0.1364,5.0,96
916,Individual,North America,Standard,48.68,0.2074,4.0,195
917,SMB,Europe,Standard,8854.01,0.1561,6.0,421
